CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG1_KF15,,,,,,,,180,,,,,,,WR,49.43,1.4,,18.11,,12.57,,,9.53,5.33,0.18,,0.64,2.52,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG1_04032801-4,,,,,,,,180,,,,,,,WR,51.01,1.33,,17.42,,11.23,,,9.92,5.2,0.15,,0.73,2.74,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-YG1_05112701-11,,,,,,,,180,,,,,,,WR,50.72,1.26,,17.28,,11.75,,,9.65,5.55,0.17,,0.67,2.71,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-SU1_FA08,,,,,,,,170,,,,,,,WR,50.53,1.34,,17.29,,12.23,,,9.52,5.49,0.19,,0.65,2.5,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-SU1_DN07,,,,,,,,170,,,,,,,WR,50.51,1.4,,17.75,,12.25,,,8.93,5.39,0.18,,0.67,2.63,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-SU1_TRB03,,,,,,,,170,,,,,,,WR,49.65,1.7,,18.06,,12.4,,,9.02,5.54,0.18,,0.63,2.49,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-SU1_010827-7,,,,,,,,170,,,,,,,WR,50.73,1.3,,18.29,,11.05,,,9.99,4.67,0.15,,0.7,2.86,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-SU1_010827-8,,,,,,,,170,,,,,,,WR,50.38,1.27,,17.51,,11.34,,,10.24,5.67,0.16,,0.65,2.55,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-SU1_010827-9,,,,,,,,170,,,,,,,WR,50.62,1.3,,17.92,,11.14,,,10.09,4.95,0.15,,0.71,2.85,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2011), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Ojk_031030-5,,,,,,,,50,,,,,,,WR,50.52,1.52,,16.91,,12.27,,,9.78,5.11,0.19,,0.8,2.58,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2011), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Ojk_031030-3,,,,,,,,50,,,,,,,WR,50.94,1.44,,16.88,,11.87,,,9.61,5.47,0.19,,0.75,2.57,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Ojk_Y011201-1,,,,,,,,50,,,,,,,WR,50.34,1.48,,16.75,,12.44,,,9.84,5.33,0.18,,0.75,2.58,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-S23_FA09,,,,,,,,-50,,,,,,,WR,51.23,1.26,,16.71,,11.88,,,9.63,5.7,0.18,,0.62,2.54,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-S23_DN06,,,,,,,,-50,,,,,,,WR,49.07,1.45,,18.6,,12.95,,,9.14,5.11,0.19,,0.65,2.56,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-S23_TK01,,,,,,,,-50,,,,,,,WR,51.37,1.3,,17.22,,11.58,,,9.63,5.33,0.18,,0.63,2.5,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-S23_KF02,,,,,,,,-50,,,,,,,WR,50.34,1.33,,17.73,,11.93,,,9.91,5.34,0.18,,0.66,2.32,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-S23_KF06,,,,,,,,-50,,,,,,,WR,49.52,1.38,,18.61,,12.17,,,9.56,5.28,0.18,,0.63,2.41,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-S23_04032702-3,,,,,,,,-50,,,,,,,WR,50.44,1.31,,17.14,,11.81,,,9.98,5.57,0.17,,0.68,2.64,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-S23_05112701-10,,,,,,,,-50,,,,,,,WR,50.43,1.53,,16.25,,12.77,,,9.63,5.54,0.18,,0.8,2.57,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Ftz_TRB04,,,,,,,,-70,,,,,,,WR,49.77,0.98,,18.56,,11.01,,,10.31,6.21,0.17,,0.4,2.42,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Ftz_TRB04b,,,,,,,,-70,,,,,,,WR,50.95,0.94,,17.75,,10.41,,,10.48,6.29,0.17,,0.43,2.42,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-GG7_TRB05,,,,,,,,-100,,,,,,,WR,49.75,1.33,,18.29,,11.83,,,9.73,5.54,0.18,,0.57,2.51,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-GG6_TRB06,,,,,,,,-120,,,,,,,WR,51,1.12,,18.19,,11.15,,,9.64,5.51,0.17,,0.5,2.52,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-GG5_TRB07,,,,,,,,-150,,,,,,,WR,49.54,1.07,,18.67,,10.77,,,10.53,6.15,0.17,,0.41,2.5,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Takahashi et al. (2003), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Ktg_9-67,,,,,,,,-160,,,,,,,WR,53.2,1.2,,17.5,,9.68,,,9.28,5.07,0.16,,0.74,2.95,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Takahashi et al. (2003), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Ktg_9-69,,,,,,,,-160,,,,,,,WR,53.5,1.24,,17.2,,9.8,,,9.15,5.12,0.17,,0.79,2.82,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-GG4_TRB08,,,,,,,,-180,,,,,,,WR,49.79,1.2,,18.69,,11.17,,,10.05,5.79,0.18,,0.49,2.48,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-GG3_TRB09,,,,,,,,-210,,,,,,,WR,50.33,1.03,,19.1,,10.67,,,9.91,5.58,0.17,,0.47,2.57,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-GG1_TRB10,,,,,,,,-270,,,,,,,WR,50.05,1.27,,18.51,,11.54,,,9.82,5.44,0.18,,0.52,2.46,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tkr_10110703,,,,,,,,-270,,,,,,,WR,50.19,1.21,,17.53,,11.51,,,10.29,5.95,0.17,,0.6,2.33,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tkr_11100311,,,,,,,,-270,,,,,,,WR,50.46,1.21,,17.22,,11.65,,,10.29,5.85,0.17,,0.63,2.29,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tkr_09102501,,,,,,,,-270,,,,,,,WR,49.9,1.19,,17.65,,11.78,,,10.26,5.87,0.17,,0.62,2.34,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tkr_10110701,,,,,,,,-270,,,,,,,WR,50.2,1.21,,17.51,,11.48,,,10.32,5.93,0.17,,0.62,2.33,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tkr_10110702,,,,,,,,-270,,,,,,,WR,50.17,1.21,,17.55,,11.52,,,10.27,5.95,0.17,,0.63,2.32,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tkr_10110709,,,,,,,,-270,,,,,,,WR,50.25,1.21,,17.53,,11.56,,,10.27,5.93,0.17,,0.61,2.26,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tsm_03101401,,,,,,,,-280,,,,,,,WR,50.48,1.1,,17.32,,10.94,,,10.39,6.19,0.16,,0.58,2.64,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tsm_10110611,,,,,,,,-280,,,,,,,WR,50.72,1.1,,17.44,,10.9,,,10.55,5.99,0.16,,0.59,2.36,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tsm_10110706,,,,,,,,-280,,,,,,,WR,50.75,1.1,,17.49,,10.87,,,10.45,6.02,0.16,,0.58,2.39,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tsm_03101103,,,,,,,,-280,,,,,,,WR,50.81,1.1,,17.3,,10.82,,,10.42,5.92,0.16,,0.59,2.7,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tsm_05032403,,,,,,,,-280,,,,,,,WR,50.84,1.07,,17.35,,10.94,,,10.38,6.01,0.16,,0.57,2.49,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tsm_10110704,,,,,,,,-280,,,,,,,WR,50.75,1.1,,17.52,,10.86,,,10.43,5.99,0.16,,0.58,2.43,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakano (unpublish),Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Tsm_10110705,,,,,,,,-280,,,,,,,WR,50.66,1.09,,17.4,,10.92,,,10.5,6.14,0.16,,0.57,2.38,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ishizuka (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Fj8_Y000828-6,,,,,,,,-280,,,,,,,WR,50.57,1.33,,16.94,,11.9,,,9.74,5.68,0.17,,0.72,2.67,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto (unpublish), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sd-Fj9_030731-6,,,,,,,,-280,,,,,,,WR,50.58,1.23,,17.86,,11.33,,,10.12,5.23,0.18,,0.65,2.59,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Kng_TRB11,,,,,,,,-300,,,,,,,WR,50.74,1.24,,17.85,,11.26,,,9.91,5.37,0.18,,0.61,2.61,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Kng_TK08,,,,,,,,-300,,,,,,,WR,50.45,1.48,,17.39,,11.97,,,9.45,5.43,0.2,,0.76,2.54,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Kng_TRB11b,,,,,,,,-300,,,,,,,WR,51.71,1.21,,17.33,,10.86,,,9.92,5.37,0.17,,0.62,2.58,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Kng_TRB11c,,,,,,,,-300,,,,,,,WR,50.8,1.2,,17.41,,11.27,,,10.03,5.62,0.16,,0.65,2.64,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamamoto et al. (2020), Yamamoto et al. (2021)",Convergent margin,FUJI,,,,,,,,,Sc-Kng_KF03,,,,,,,,-300,,,,,,,WR,50.98,1.38,,16.91,,11.88,,,9.66,5.46,0.18,,0.81,2.41,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
